Datetime,CO_mgm3,C6H6_ugm3,NOx_ppb,NO2_ugm3,Temp_C,RH_pct,AbsHum
2004-03-10,1.9666666666666668,8.450000000000001,132.0,108.83333333333333,12.033333333333333,54.9,0.7656333333333333
2004-03-11,2.1729166666666666,7.979166666666667,139.75,97.66666666666667,9.8375,64.075,0.7757666666666667
2004-03-12,2.75625,12.129166666666668,171.6875,114.625,11.2875,51.09583333333333,0.6631041666666667
2004-03-13,2.6395833333333334,10.916666666666666,180.75,117.35416666666667,12.866666666666667,51.53333333333333,0.7322958333333333
2004-03-14,2.441666666666667,9.637500000000001,144.625,109.66666666666667,16.0125,48.85,0.8496708333333333
2004-03-15,3.4020833333333336,16.091666666666665,209.79166666666666,117.10416666666667,17.366666666666667,50.32083333333333,0.9440291666666667
2004-03-16,2.68125,13.5,176.16666666666666,115.75,18.625,44.8375,0.8710208333333332
2004-03-17,2.970833333333333,15.237499999999999,194.20833333333334,117.85416666666667,18.779166666666665,41.166666666666664,0.8049166666666667
2004-03-18,2.6145833333333335,13.795833333333334,171.6875,123.375,17.7625,44.0875,0.8260166666666667
2004-03-19,2.8666666666666667,13.520833333333334,174.0,115.14583333333333,14.191666666666668,57.90416666666667,0.9239583333333333
2004-03-20,2.06875,8.754166666666666,128.91666666666666,96.08333333333333,15.862499999999999,52.18333333333334,0.9289958333333334
2004-03-21,1.9645833333333333,7.595833333333334,115.58333333333333,89.02083333333333,17.2125,52.45416666666667,1.0063208333333333
2004-03-22,2.064583333333333,9.4125,120.16666666666667,88.0,17.358333333333334,44.833333333333336,0.8579333333333333
2004-03-23,1.9375,8.9625,122.60416666666667,95.0625,12.133333333333333,60.46666666666667,0.8424999999999999
2004-03-24,2.0520833333333335,8.625,125.4375,95.14583333333333,11.674999999999999,59.0875,0.7967083333333332
2004-03-25,1.9041666666666668,8.095833333333333,111.95833333333333,87.29166666666667,11.633333333333333,58.79583333333333,0.7820791666666667
2004-03-26,1.8791666666666667,8.424999999999999,118.375,91.54166666666667,11.666666666666666,51.291666666666664,0.6764916666666667
2004-03-27,1.8062500000000001,7.7625,109.75,92.10416666666667,12.583333333333334,46.541666666666664,0.64155
2004-03-28,1.5625,5.566666666666666,86.75,78.91666666666667,13.458333333333334,45.725,0.6638875
2004-03-29,1.4666666666666668,5.570833333333333,91.35416666666667,83.0625,13.387500000000001,37.666666666666664,0.5602791666666667
2004-03-30,2.1395833333333334,9.508333333333333,131.8125,100.95833333333333,15.508333333333333,34.4625,0.5942958333333334
2004-03-31,1.925,7.870833333333334,117.79166666666667,94.41666666666667,13.5875,55.025,0.8417916666666666
2004-04-01,2.5500000000000003,12.0375,156.8125,94.875,16.416666666666668,48.57916666666667,0.8522958333333334
2004-04-02,2.716666666666667,13.208333333333334,149.22916666666666,115.91666666666667,17.941666666666666,49.104166666666664,0.9348875
2004-04-03,2.1375,10.887500000000001,146.45089285714286,93.70089285714286,19.133333333333333,45.699999999999996,0.9607041666666666
2004-04-04,,7.2124999999999995,,,18.89166666666667,50.1625,1.0414875
2004-04-05,2.8600000000000003,10.845833333333333,180.6142857142857,112.36428571428571,16.8625,53.95416666666667,1.0167625
2004-04-06,2.2333333333333334,10.941666666666668,132.02083333333334,93.58333333333333,16.925,48.20416666666667,0.9090541666666666
2004-04-07,1.6375,6.9750000000000005,97.27083333333333,82.72916666666667,14.320833333333333,54.71666666666667,0.8671875
2004-04-08,2.504166666666667,11.8035,150.0625,104.1875,14.479833333333334,49.2865,0.7366100000000001
2004-04-09,2.4541666666666666,7.518000000000001,179.66666666666666,111.58333333333333,12.882,58.702,0.86158
2004-04-10,1.7541666666666667,7.445833333333333,115.39583333333333,89.52083333333333,15.091666666666667,49.166666666666664,0.7815083333333334
2004-04-11,1.1895833333333334,4.058333333333334,63.895833333333336,67.625,14.775,43.762499999999996,0.6673416666666667
2004-04-12,0.8624999999999999,2.345833333333333,62.375,65.02083333333333,12.2125,52.979166666666664,0.7398625
2004-04-13,2.0541666666666667,9.404166666666667,139.4375,91.22916666666667,13.058333333333332,53.050000000000004,0.7821875
2004-04-14,2.1447368421052633,10.3125,142.05263157894737,86.8157894736842,15.487499999999999,47.35833333333333,0.7877291666666667
2004-04-15,4.019047619047619,14.579166666666666,256.85714285714283,124.9047619047619,14.841666666666667,51.22083333333333,0.8357916666666667
2004-04-16,3.3041666666666667,13.341666666666667,198.33333333333334,112.125,14.091666666666667,69.34166666666667,1.0991541666666667
2004-04-17,1.9904761904761905,6.479166666666667,111.52380952380952,85.06349206349206,15.545833333333334,64.27916666666667,1.0987625
2004-04-18,,6.016666666666667,,,15.595833333333333,64.1375,1.12185
2004-04-19,,7.8500000000000005,,,13.612499999999999,67.43333333333334,1.0309875
2004-04-20,,13.0375,,,16.258333333333333,56.90833333333333,0.9805083333333333
2004-04-21,,14.375,,,19.083333333333332,45.0,0.9005041666666668
2004-04-22,0.653061224489796,14.108333333333334,60.795918367346935,59.97959183673469,21.0625,39.30833333333333,0.8835916666666667
2004-04-23,2.951360544217687,16.933333333333334,179.0204081632653,119.2687074829932,21.229166666666668,39.15,0.9110625
2004-04-24,2.0416666666666665,10.454166666666667,114.04166666666667,90.97916666666667,20.083333333333332,48.520833333333336,1.0794291666666667
2004-04-25,1.2249999999999999,4.129166666666666,66.83333333333333,63.166666666666664,15.625,41.19583333333333,0.700525
2004-04-26,1.4479166666666667,5.808333333333334,83.9375,74.95833333333333,16.795833333333334,38.55833333333333,0.7247291666666666
2004-04-27,2.158333333333333,11.316666666666668,123.1875,92.35416666666667,20.616666666666667,35.55416666666667,0.8142166666666667
2004-04-28,2.7270833333333333,15.179166666666667,152.60416666666666,109.375,21.091666666666665,42.775,1.010475
2004-04-29,3.0250000000000004,16.208333333333332,176.77083333333334,102.79166666666667,18.916666666666668,51.19166666666666,1.0685458333333333
2004-04-30,2.8833333333333333,14.170833333333334,170.54166666666666,102.0,17.995833333333334,66.57083333333334,1.3452291666666667
2004-05-01,2.0104166666666665,8.6625,102.875,83.77083333333333,20.150000000000002,52.18333333333334,1.1673125
2004-05-02,1.5875000000000001,7.270833333333333,94.16666666666667,78.25,19.591666666666665,49.56666666666666,1.0740666666666667
2004-05-03,2.1020833333333333,11.549999999999999,131.3125,87.41666666666667,21.23333333333333,48.75416666666666,1.1285291666666668
2004-05-04,2.2291666666666665,10.891666666666667,127.64583333333333,82.54166666666667,18.0125,66.27499999999999,1.3368041666666668
2004-05-05,2.1145833333333335,10.1875,126.08333333333333,83.79166666666667,16.2375,66.89166666666667,1.2174208333333334
2004-05-06,1.9333333333333333,8.775,117.20833333333333,86.95833333333333,14.316666666666668,62.77916666666667,1.0046208333333333
2004-05-07,2.127083333333333,9.5375,125.41666666666667,94.77083333333333,15.458333333333334,55.583333333333336,0.9385916666666666
2004-05-08,0.9654545454545455,7.129166666666666,53.09090909090909,47.56363636363636,14.283333333333333,59.30833333333334,0.9350458333333332
2004-05-09,,6.695833333333333,,,15.258333333333333,56.92083333333333,0.9671708333333333
2004-05-10,3.005281385281385,13.137500000000001,177.1991341991342,108.04415584415585,17.9375,50.4625,0.9980541666666666
2004-05-11,2.6958333333333333,15.491666666666667,169.79166666666666,101.04166666666667,18.962500000000002,48.05416666666667,0.9800458333333334
2004-05-12,2.5500000000000003,13.604166666666666,166.47916666666666,98.375,17.204166666666666,56.32083333333333,1.0920958333333333
2004-05-13,2.3208333333333333,10.970833333333333,148.35416666666666,101.66666666666667,17.670833333333334,51.34166666666667,1.0258666666666667
2004-05-14,2.4166666666666665,13.020833333333334,154.64583333333334,115.66666666666667,21.833333333333332,37.30833333333333,0.8978875
2004-05-15,1.7416666666666665,9.058333333333334,113.72916666666667,92.60416666666667,21.037499999999998,34.387499999999996,0.8069833333333333
2004-05-16,1.3666666666666665,6.95,78.47916666666667,80.0625,22.3625,34.8375,0.8879916666666666
2004-05-17,1.6312499999999999,8.237499999999999,112.52083333333333,89.47916666666667,21.349999999999998,26.020833333333332,0.6353333333333333
2004-05-18,2.2062500000000003,12.466666666666667,130.3125,98.39583333333333,23.754166666666666,30.983333333333334,0.8575083333333334
2004-05-19,2.279166666666667,12.958333333333334,131.58333333333334,110.9375,22.9875,37.69166666666667,0.9914083333333333
2004-05-20,2.3375,13.279166666666667,137.45833333333334,110.52083333333333,23.650000000000002,37.43333333333333,1.0030458333333334
2004-05-21,2.183333333333333,12.6625,139.95833333333334,105.97916666666667,23.483333333333334,34.72083333333333,0.9292125000000001
2004-05-22,1.95,11.120833333333332,112.72916666666667,91.14583333333333,22.037499999999998,42.354166666666664,1.0831208333333333
2004-05-23,1.2916666666666667,6.433333333333334,74.79166666666667,68.39583333333333,22.3625,41.75833333333333,1.0685916666666666
2004-05-24,1.05,5.945833333333333,88.35416666666667,74.08333333333333,19.9375,25.666666666666668,0.5586041666666667
2004-05-25,1.7294486215538847,14.4,129.60714285714286,99.54285714285714,23.55,20.404166666666665,0.5044708333333333
2004-05-26,2.305515117581187,22.745454545454546,147.01539753639418,122.2337066069429,25.94090909090909,23.95,0.7391863636363637
2004-05-27,,12.804166666666667,,,22.854166666666668,32.06666666666667,0.8372958333333332
2004-05-28,1.6814184397163119,10.704166666666666,127.73049645390071,111.24397163120567,21.34166666666667,41.141666666666666,0.99045
2004-05-29,0.7916666666666666,5.495833333333334,79.89583333333333,78.4375,20.270833333333332,39.0625,0.9044208333333333
2004-05-30,0.6375000000000001,5.791666666666667,67.29166666666667,74.39583333333333,23.712500000000002,31.28333333333333,0.8442124999999999
2004-05-31,1.3333333333333333,11.020833333333334,111.35416666666667,90.04166666666667,22.791666666666668,42.87083333333334,1.1112875
2004-06-01,1.7833333333333332,12.375,146.41666666666666,73.75,20.325,66.15416666666667,1.5333499999999998
2004-06-02,0.8890625,7.2625,68.89583333333333,48.520833333333336,23.895833333333332,52.68333333333334,1.4779875
2004-06-03,,10.966666666666667,132.02941176470588,72.70588235294117,23.308333333333334,45.949999999999996,1.2181916666666666
2004-06-04,2.748325892857143,9.487499999999999,53.63095238095238,66.92857142857142,23.40833333333333,39.420833333333334,1.0900958333333335
2004-06-05,1.45,8.012500000000001,85.5515873015873,74.88095238095238,23.8875,45.07083333333333,1.2747666666666666
2004-06-06,1.0,4.920833333333333,64.875,62.791666666666664,21.90416666666667,48.729166666666664,1.1993208333333334
2004-06-07,2.15,12.479166666666666,154.625,99.20833333333333,25.558333333333334,37.7125,1.1236166666666667
2004-06-08,2.4583333333333335,14.458333333333334,166.04166666666666,112.41666666666667,27.316666666666666,38.35,1.255925
2004-06-09,2.466666666666667,14.9125,158.77083333333334,124.08333333333333,29.441666666666666,35.84583333333333,1.3138708333333333
2004-06-10,2.58125,14.825000000000001,169.72916666666666,122.45833333333333,29.025000000000002,36.65833333333333,1.32895
2004-06-11,2.220833333333333,13.041666666666666,158.9375,112.66666666666667,28.425,29.583333333333332,1.0332833333333333
2004-06-12,1.3166666666666667,8.295833333333333,85.14583333333333,78.29166666666667,27.325,33.55416666666667,1.1616166666666665
2004-06-13,0.7291666666666666,2.9749999999999996,49.020833333333336,54.5625,22.304166666666664,42.84166666666667,1.1435
2004-06-14,1.175,4.966666666666667,77.5625,65.29166666666667,22.183333333333334,43.89166666666667,1.1538916666666668
2004-06-15,2.154166666666667,11.987499999999999,133.6875,101.1875,26.575,36.06666666666667,1.1686416666666666
2004-06-16,2.158333333333333,11.741666666666667,122.29166666666667,95.89583333333333,25.9375,41.97083333333333,1.3132625
2004-06-17,2.1770833333333335,11.9125,136.89583333333334,102.1875,25.291666666666668,42.625,1.3121125
2004-06-18,2.0458333333333334,12.483333333333334,127.52083333333333,110.85416666666667,28.2375,38.00416666666667,1.3521041666666667
2004-06-19,1.2583333333333333,7.723076923076922,68.97916666666667,76.83333333333333,28.676923076923078,37.55615384615385,1.3576042307692309
2004-06-20,1.4416666666666667,2.7410256410256406,63.354166666666664,71.83333333333333,21.325641025641026,50.532051282051285,1.2051397435897435
2004-06-21,1.8083333333333333,9.298183760683761,108.33333333333333,91.5,24.52542735042735,36.76303418803419,1.0254473290598292
2004-06-22,2.1999999999999997,12.658333333333333,163.875,102.5,25.504166666666666,37.975,1.1623583333333334
2004-06-23,2.36875,13.329166666666666,171.625,108.16666666666667,27.22083333333333,36.520833333333336,1.2278416666666667
2004-06-24,1.7375,8.933333333333334,89.16666666666667,79.35416666666667,27.808333333333334,41.333333333333336,1.4347916666666667
